--------------------------------------------------------------
Output text data of Measurement
C:\Users\Public\Documents\Length Stds Data\L0168\straightness.rnd,25/05/2021 10:35:32 a.m.
Title,straightness
Sub Title,
Created By,c.young
Created Date/Time,12/05/2021 3:55:09 p.m.
Revised Date,24/05/2021 9:23:52 a.m.
Revised By,c.young
Revision No.,3
Start time of part program,25/05/2021 9:49:59 a.m.
End time of part program,25/05/2021 10:14:15 a.m.
--------------------------------------------------------------
Parameter LSLI,Straightness(In/Out)(STRt)
Straightness(In/Out)<Straight_6>,1.064µm

Extracted line,Filter Setting,Z Position,Angle Pos
Linear-Outer(VERT)<LN_6>,Gaussian-50%Low[0.25 mm],2.5035 mm,179.82 °
Curve No.,Point No.,ZPos (mm),Extracted line (µm),Profile (µm),LSD (µm),Delete Flag
1,220,3.6275,-0.5239,-0.9127,0.2489,0
1,221,3.6315,-0.5122,-0.9140,0.2478,0
1,222,3.6355,-0.4914,-0.9161,0.2458,0
1,223,3.6395,-0.4602,-0.9191,0.2429,0
1,224,3.6435,-0.4459,-0.9229,0.2393,0
1,225,3.6475,-0.4849,-0.9274,0.2349,0
1,226,3.6515,-0.5798,-0.9327,0.2298,0
1,227,3.6555,-0.6877,-0.9385,0.2241,0
1,228,3.6595,-0.7761,-0.9448,0.2179,0
1,229,3.6635,-0.8658,-0.9514,0.2115,0
1,230,3.6675,-0.9906,-0.9581,0.2049,0
1,231,3.6715,-1.1323,-0.9648,0.1983,0
1,232,3.6755,-1.2454,-0.9713,0.1919,0
1,233,3.6795,-1.3338,-0.9775,0.1858,0
1,234,3.6835,-1.4534,-0.9833,0.1802,0
1,235,3.6875,-1.6146,-0.9886,0.1750,0
1,236,3.6915,-1.7277,-0.9933,0.1705,0
1,237,3.6955,-1.6939,-0.9974,0.1666,0
1,238,3.6995,-1.5223,-1.0008,0.1633,0
1,239,3.7035,-1.3091,-1.0035,0.1607,0
1,240,3.7075,-1.1232,-1.0057,0.1586,0
1,241,3.7115,-0.9685,-1.0074,0.1571,0
1,242,3.7155,-0.8463,-1.0085,0.1561,0
1,243,3.7195,-0.7709,-1.0093,0.1554,0
1,244,3.7235,-0.7371,-1.0097,0.1551,0
1,245,3.7275,-0.7150,-1.0099,0.1551,0
1,246,3.7315,-0.6864,-1.0099,0.1552,0
1,247,3.7355,-0.6513,-1.0097,0.1556,0
1,248,3.7395,-0.6136,-1.0094,0.1560,0
1,249,3.7435,-0.5876,-1.0089,0.1567,0
1,250,3.7475,-0.6032,-1.0082,0.1575,0
1,251,3.7515,-0.6786,-1.0072,0.1586,0
1,252,3.7555,-0.7852,-1.0059,0.1600,0
1,253,3.7595,-0.8801,-1.0042,0.1619,0
1,254,3.7635,-0.9659,-1.0020,0.1642,0
1,255,3.7675,-1.0842,-0.9992,0.1672,0
1,256,3.7715,-1.2285,-0.9956,0.1709,0
1,257,3.7755,-1.3481,-0.9913,0.1753,0
1,258,3.7795,-1.4378,-0.9861,0.1807,0
1,259,3.7835,-1.5652,-0.9800,0.1869,0
1,260,3.7875,-1.7290,-0.9730,0.1940,0
1,261,3.7915,-1.7979,-0.9651,0.2021,0
1,262,3.7955,-1.6640,-0.9563,0.2110,0
1,263,3.7995,-1.3988,-0.9469,0.2206,0
1,264,3.8035,-1.1609,-0.9367,0.2309,0
1,265,3.8075,-1.0075,-0.9261,0.2416,0
1,266,3.8115,-0.8749,-0.9151,0.2527,0
1,267,3.8155,-0.7215,-0.9040,0.2640,0
1,268,3.8195,-0.5876,-0.8928,0.2753,0
1,269,3.8235,-0.5161,-0.8819,0.2863,0
1,270,3.8275,-0.4888,-0.8713,0.2970,0
1,271,3.8315,-0.4693,-0.8613,0.3072,0
1,272,3.8355,-0.4394,-0.8519,0.3167,0
1,273,3.8395,-0.4017,-0.8433,0.3255,0
1,274,3.8435,-0.3666,-0.8356,0.3334,0
1,275,3.8475,-0.3549,-0.8287,0.3403,0
1,276,3.8515,-0.3978,-0.8228,0.3464,0
1,277,3.8555,-0.4940,-0.8178,0.3515,0
1,278,3.8595,-0.6045,-0.8137,0.3558,0
1,279,3.8635,-0.6942,-0.8104,0.3592,0
1,280,3.8675,-0.7735,-0.8079,0.3618,0
1,281,3.8715,-0.8710,-0.8061,0.3637,0
1,282,3.8755,-0.9893,-0.8049,0.3651,0
1,283,3.8795,-1.1141,-0.8043,0.3658,0
1,284,3.8835,-1.2428,-0.8041,0.3661,0
1,285,3.8875,-1.3559,-0.8044,0.3660,0
1,286,3.8915,-1.3910,-0.8051,0.3655,0
1,287,3.8955,-1.2961,-0.8061,0.3646,0
1,288,3.8995,-1.1102,-0.8075,0.3633,0
1,289,3.9035,-0.9282,-0.8093,0.3616,0
1,290,3.9075,-0.8060,-0.8115,0.3596,0
1,291,3.9115,-0.7215,-0.8142,0.3570,0
1,292,3.9155,-0.6357,-0.8173,0.3540,0
1,293,3.9195,-0.5499,-0.8210,0.3505,0
1,294,3.9235,-0.4875,-0.8252,0.3465,0
1,295,3.9275,-0.4576,-0.8299,0.3418,0
1,296,3.9315,-0.4472,-0.8353,0.3366,0
1,297,3.9355,-0.4407,-0.8412,0.3309,0
1,298,3.9395,-0.4303,-0.8476,0.3246,0
1,299,3.9435,-0.4342,-0.8544,0.3179,0
1,300,3.9475,-0.4771,-0.8616,0.3108,0
